Customer Name,Customer #,Invoice #,Invoice Amount,Due Date,Predicted Payment Date
PRATT foundation,140106231,2960622669,28639.11,2020-04-06,2020-04-08
SA foundation,200759878,1930717256,76700.59,2020-04-12,2020-04-13
WAL-MAR,200769623,1930645195,19286.96,2020-03-28,2020-03-29
SUPE llc,200936373,1930805991,58857.41,2020-05-06,2020-05-07
WAL-MAR systems,200769623,1930637955,21437.37,2020-03-27,2020-03-28
AM llc,200418007,1930558254,2755.2,2020-05-02,2020-05-03
WAL-MAR,200769623,1930716431,10124.63,2020-04-13,2020-04-14
KEHE  corp,200760666,1930631508,25207.06,2020-03-25,2020-03-26
KROG llc,200749782,1930677152,63695.94,2020-04-06,2020-04-07
ASSOCIAT trust,200772670,1930727283,50300.15,2020-04-17,2020-03-22
DOLLA corporation,200148860,1930675817,87973.11,2020-04-04,2020-04-05
TARG trust,200744019,1930637270,5267.88,2020-03-27,2020-03-28
WAL-MAR trust,200769623,1930748679,49433.67,2020-04-21,2020-04-22
C&S WH corp,200762301,1930646715,14347.01,2020-03-29,2020-03-30
C&S WH co,200762301,1930688173,34027.13,2020-04-08,2020-04-09
GROC associates,200915438,1930711130,4677,2020-04-16,2020-04-17
WAL-M llc,140106408,2960626279,38805.39,2020-04-16,2020-04-18
OMEGA AD corp,100027744,2960618418,896,2020-03-04,2020-03-06
COST co,200794332,1930825482,10060.36,2020-05-12,2020-05-13
DOLLAR llc,100001196,1930685410,17093.16,2020-04-06,2020-04-07
OK in,200739534,1930650921,43652.28,2020-03-28,2020-03-29
KRAFT F us,CCU013,1930694402,16977.6,2020-03-27,2020-03-25
SPAR in,200712187,1930669296,106186.73,2020-04-02,2020-04-03
WAL-MAR systems,200769623,1930832692,2357.81,2020-05-13,2020-05-14
DELHAIZE us,100031704,1930668527,27377,2020-04-03,2020-04-04
BJ'S,200726979,1930828647,321.53,2020-05-12,2020-05-13
WAL-MAR us,200769623,1930710936,61.29,2020-04-12,2020-04-13
SUPE trust,200793568,1930582335,448.53,2020-03-16,2020-03-17
H E BUT associates,200761734,1930782024,108944.6,2020-04-30,2020-05-01
SA co,200729942,1930594958,21544.32,2020-03-19,2020-03-20
WAL-MAR trust,200769623,1930856359,32917.08,2020-05-21,2020-05-22
SCHNU,200747369,1930776856,50850.93,2020-04-28,2020-04-29
TARG associates,200744019,1930808754,14552.62,2020-05-07,2020-05-08
MONDE systems,140142846,1930606265,1704.33,2020-05-09,2020-05-10
DOLLA in,200148860,1930752401,71063.89,2020-04-21,2020-04-22
SA trust,200759878,1930715275,32822.76,2020-04-12,2020-04-13
SO corporation,140104440,2960621137,57330.27,2020-03-27,2020-03-29
WEIS corporation,200771157,1930782633,43894.51,2020-04-28,2020-04-29
AM us,200418007,1930580532,3419.97,2020-03-19,2020-03-20
C&S WH corporation,200762301,1930573754,49324.98,2020-03-13,2020-03-14
KROGER systems,200748108,1930748463,66178.64,2020-04-19,2020-04-20
WAL-MAR associates,200769623,1930581852,7817.91,2020-03-15,2020-03-16
WAL-MAR trust,200769623,1930849962,2940.64,2020-05-20,2020-05-21
MASTER systems,100021540,1930673889,18248.8,2020-03-30,2020-03-31
DEC corporation,200416837,1930858024,3190.34,2020-05-24,2020-06-21
WAL-MAR associates,200769623,1930850474,11405.16,2020-05-18,2020-05-19
DARDEN D in,200229974,1930584063,41838.29,2020-03-17,2020-03-18
WAL-MAR corporation,200769623,1930630912,41470.05,2020-03-22,2020-03-23
DOT us,200705742,1930578687,8479.19,2020-04-02,2020-04-03
COSTCO corp,140104429,2960623405,15409.68,2020-04-04,2020-04-06
C&S WH associates,200762301,1930719412,18938.34,2020-04-14,2020-04-15
WAL-MAR associates,200769623,1930708553,661.11,2020-04-11,2020-04-12
ASSOCIAT corp,200772670,1930817045,83517.13,2020-05-07,2020-04-11
WINC foundation,200706844,1930668249,67194.78,2020-04-03,2020-04-04
WAL-MAR in,200769623,1930813269,15031.5,2020-05-07,2020-05-08
KROGER llc,200729290,1930693216,19815.63,2020-04-09,2020-04-10
SYSCO  corp,200764795,1930857436,36496.2,2020-05-19,2020-05-20
SUPE corp,200793568,1930786443,641.52,2020-04-30,2020-05-01
BJ'S  co,200726979,1930808281,221.6,2020-05-07,2020-05-08
SA llc,200759878,1930722695,16783.59,2020-04-16,2020-04-17
HY -  co,200795490,1930817983,107558.34,2020-05-07,2020-05-08
C&S WH associates,200762301,1930802415,111421.26,2020-05-06,2020-05-07
WAL-MAR associates,200769623,1930855858,1674.5,2020-05-19,2020-05-20
WAL-MAR in,200769623,1930725334,21834.94,2020-04-16,2020-04-17
SA trust,200759878,1930638107,35096.13,2020-03-26,2020-03-27
WAKE associates,200704858,1930714609,75632.39,2020-06-02,2020-06-03
WAL-MAR co,200769623,1930763938,4685.34,2020-04-24,2020-04-25
WAL-MAR us,200769623,1930687232,47393.46,2020-04-08,2020-04-09
DELHAIZE,100031704,1930776776,69982.25,2020-04-27,2020-04-28
TARG associates,200744019,1930684909,60476.26,2020-04-06,2020-04-07
BJ'S  trust,200726979,1930654591,169.6,2020-03-31,2020-04-01
SA associates,200759878,1930639654,15005.29,2020-03-27,2020-03-28
WINC in,200706844,1930643215,6259.53,2020-03-28,2020-03-29
LONGO  us,140106271,2960624203,117266.29,2020-04-04,2020-04-06
COST llc,200794332,1930617262,51407.61,2020-03-24,2020-03-25
PUBLI,200707822,1930684516,122979.21,2020-04-07,2020-04-08
WAL-MAR corp,200769623,1930824634,31162.41,2020-05-10,2020-05-11
SUPE,200936373,1930714218,14983.37,2020-04-14,2020-04-15
MEIJ us,200780383,1930595797,128960.33,2020-03-18,2020-03-19
WAL-MAR co,200769623,1930582885,49700.72,2020-03-19,2020-03-20
SAFEW us,200772595,1930637385,18110.63,2020-03-26,2020-03-27
FOX  associates,200739941,1930666250,27114.79,2020-04-02,2020-04-03
WAL-MAR us,200769623,1930794603,7726.5,2020-05-01,2020-05-02
US  corp,200357714,1930598421,16843.71,2020-03-25,2020-03-26
KRAFT  corporation,CCCA02,1930606156,30262.88,2020-04-10,2020-04-11
WAL-MAR corp,200769623,1930798585,1329.23,2020-05-03,2020-05-04
WAL-MAR corporation,200769623,1930673629,1356.55,2020-04-05,2020-04-06
IN-N- corporation,200668077,1930657474,26582.4,2020-03-30,2020-03-31
SA trust,200759878,1930781633,27992.39,2020-04-29,2020-04-30
AMY us,100036292,1930825904,17336.04,2020-05-09,2020-05-10
SYSCO  associates,200785971,1930620313,6695.62,2020-03-24,2020-03-25
WAL-MAR,200769623,1930804817,41869.02,2020-05-06,2020-05-07
COST corporation,200794332,1930653161,7817.49,2020-03-31,2020-04-01
KE us,200955827,1930587211,19659.15,2020-03-16,2020-03-17
DEC corp,200803720,1930819364,1835,2020-04-23,2020-05-21
MITCH,200799342,1930780870,129562.17,2020-04-30,2020-05-01
WAL-MAR foundation,200769623,1930608235,38767.85,2020-03-22,2020-03-23
MCL,200799367,1930766859,300.47,2020-04-24,2020-04-25
DEC us,200416837,1930825389,5010.84,2020-05-09,2020-06-06
WALG foundation,200712105,1930804349,56187.12,2020-05-05,2020-05-06
MASON systems,200743618,1930831976,22114.87,2020-05-13,2020-05-14
DOLLA co,200148860,1930749949,481.54,2020-06-09,2020-06-10
WAL-MAR corporation,200769623,1930855179,36836.23,2020-05-21,2020-05-22
DOT associates,200705742,1930818766,958.84,2020-05-08,2020-05-09
ALBERT systems,200881076,1930585596,3575.52,2020-03-17,2020-03-18
WAKE corp,200704858,1930730211,24336.35,2020-04-17,2020-04-18
ASSOCIAT foundation,200772670,1930710709,40245.14,2020-04-11,2020-04-02
MCL co,200799367,1930603010,39077.54,2020-03-20,2020-03-21
WAL-MAR co,200769623,1930849216,661.11,2020-05-17,2020-05-18
WAL-MAR foundation,200769623,1930716702,61097.38,2020-04-13,2020-04-14
WAL MA systems,200501669,1990571040,15733,2020-04-08,2020-04-10
WAL-MAR,200769623,1930798757,30965.08,2020-05-03,2020-05-04
NASH  associates,200777735,1930687933,33389.2,2020-05-27,2020-05-28
WAL-MAR corp,200769623,1930713177,20973.66,2020-04-11,2020-04-12
WAL-MAR corporation,200769623,1930688430,24467.74,2020-04-08,2020-04-09
AM llc,200418007,1930751080,109349.52,2020-04-21,2020-04-22
DEC trust,200416837,1930599730,1784.98,2020-03-11,2020-04-08
SO foundation,140104440,2960628179,4974.1,2020-04-26,2020-04-28
WAL-MAR associates,200769623,1930883903,31730.77,2020-05-25,2020-05-26
WAL-MAR systems,200769623,1930791195,12461.85,2020-05-01,2020-05-02
KRAS us,200770677,1930796400,16466.85,2020-05-02,2020-05-03
LOB associates,140104409,2960618731,143067.55,2020-03-23,2020-03-25
DECA associates,200353024,1930876520,7308.38,2020-05-11,2020-06-08
UNITE llc,200799538,1930775197,69039.17,2020-04-26,2020-04-27
SA llc,200759878,1930842959,7628.84,2020-05-16,2020-05-17
WAL-MAR co,200769623,1930856316,3227.5,2020-05-20,2020-05-21
GORDON F us,140105847,2960622369,23470.65,2020-04-06,2020-04-08
DECA,200592182,1930792983,5433.48,2020-04-24,2020-05-22
TARG llc,200744019,1930817327,11171.62,2020-05-08,2020-05-09
SUPE systems,200936373,1930708341,19187.37,2020-04-11,2020-04-12
COST us,200794332,1930802025,42776.6,2020-05-05,2020-05-06
SOB trust,140104249,2960624674,74925.44,2020-04-16,2020-04-18
COSTCO in,200886415,1930814948,5836.32,2020-05-14,2020-05-15
WAL-MAR co,200769623,1930843167,9464.49,2020-05-16,2020-05-17
BJ'S  trust,200726979,1930810362,916.66,2020-05-07,2020-05-08
WAKE in,200704858,1930663836,14959.4,2020-04-02,2020-04-03
WAL-MAR in,200769623,1930710219,678.27,2020-04-11,2020-04-12
SUPE foundation,200793568,1930752132,24701.02,2020-04-21,2020-04-22
WAL-MAR systems,200769623,1930666143,64715.29,2020-04-04,2020-04-05
WAL-MAR foundation,200769623,1930838166,11150.75,2020-05-14,2020-05-15
OK us,200739534,1930578966,4531.23,2020-03-13,2020-03-14
COST in,200794332,1930717628,24341.31,2020-04-17,2020-04-18
GROC us,200915438,1930718128,24342.24,2020-04-15,2020-04-16
WAL-MAR co,200769623,1930581034,10798.07,2020-03-14,2020-03-15
COST co,200794332,1930596026,30220.01,2020-03-19,2020-03-20
WAL-MAR,200769623,1930586955,1868.59,2020-03-17,2020-03-18
MCLANE corp,200126819,1930787644,30236.16,2020-05-01,2020-05-02
WAL-MAR associates,200769623,1930831006,1329.23,2020-05-13,2020-05-14
UNIFIE associates,200792293,1930692862,24186.82,2020-04-08,2020-04-09
WAL-MAR corporation,200769623,1930799685,13065.2,2020-05-04,2020-05-05
CANADI in,140104550,2960618626,5736.41,2020-03-20,2020-03-22
TARG llc,200744019,1930843633,1927.23,2020-05-16,2020-05-17
SA systems,200759878,1930571245,13897.18,2020-03-16,2020-03-17
RA in,200704045,1930699305,55404.15,2020-04-08,2020-04-09
BJ'S  foundation,200726979,1930782085,511.91,2020-04-18,2020-04-19
UNIFIE,200792293,1930722623,67342.44,2020-04-15,2020-04-16
WAL-MAR corp,200769623,1930800361,22211.08,2020-05-03,2020-05-04
H E BUT us,200761734,1930769620,22249.11,2020-04-24,2020-04-25
WEIS in,200771157,1930580426,48799.71,2020-03-13,2020-03-14
WAL-MAR us,200769623,1930567470,36632.07,2020-03-13,2020-03-14
C&S WH in,200762301,1930686964,2968.41,2020-04-07,2020-04-08
WAL-MAR in,200769623,1930860095,1084.68,2020-05-21,2020-05-22
WAL-MAR llc,200769623,1930777650,3313.84,2020-04-26,2020-04-27
LOB co,140104409,2960622323,94220.91,2020-04-05,2020-04-07
ROU trust,200790107,1930746736,39905.07,2020-04-18,2020-04-19
SYSC co,140105686,2960620116,65580,2020-03-29,2020-03-31
WAL-MAR associates,200769623,1930794033,678.45,2020-05-02,2020-05-03
SA trust,200759878,1930648099,121989.28,2020-04-29,2020-04-27
WAL-MAR co,200769623,1930742911,289.56,2020-04-19,2020-04-20
WAL-MAR foundation,200769623,1930717343,13724.97,2020-04-13,2020-04-14
KROGER associates,200729290,1930705495,108778.36,2020-04-10,2020-04-11
PERISH trust,200526831,1930647648,97940.88,2020-03-28,2020-03-29
WAL-MAR llc,200769623,1930782875,111054.25,2020-04-29,2020-04-30
M,200793830,1930603019,93596.98,2020-03-19,2020-03-20
LOB associates,140104409,2960616962,129672.82,2020-03-19,2020-03-21
C&S WH in,200762301,1930701049,17631.34,2020-04-11,2020-04-12
A & W F us,140104229,2960619520,1537.65,2020-03-22,2020-03-24
METRO  in,140104423,2960624159,279123.32,2020-04-09,2020-04-11
WAL-MAR co,200769623,1930805269,30766.75,2020-05-05,2020-05-06
COSTCO us,140104429,2960621453,75417.07,2020-03-28,2020-03-30
WAL-MAR systems,200769623,1930774505,57609.85,2020-04-26,2020-04-27
WAL-MAR in,200769623,1930604292,59454.81,2020-03-20,2020-03-21
WAL-MAR llc,200769623,1930859747,29822.15,2020-05-21,2020-05-22
C&S WH llc,200762301,1930732527,42584.24,2020-04-17,2020-04-18
ITTELL us,100047441,1930613345,24861.4,2020-03-21,2020-03-22
DOLLA,200148860,1930801634,57181.01,2020-05-05,2020-05-06
LOB co,140104409,2960631103,96883.68,2020-05-10,2020-05-12
TARG corporation,200744019,1930818815,20690.52,2020-05-08,2020-05-09
WAL-MAR foundation,200769623,1930646477,49989.73,2020-03-30,2020-03-31
WEIS trust,200771157,1930576787,42031.29,2020-03-13,2020-03-14
DEC foundation,200416837,1930698782,3690.38,2020-04-08,2020-05-06
WAKE,200704858,1930820403,104138.78,2020-05-09,2020-05-10
BEN  us,200725421,1930687282,26290.95,2020-04-08,2020-04-09
WAL-MAR,200769623,1930620412,17782.4,2020-03-23,2020-03-24
REINHA us,200756072,1930748065,24635.61,2020-04-21,2020-04-22
DECA,200592182,1930834184,844.19,2020-05-09,2020-06-06
GENERAL,200763489,1930785836,114223.58,2020-04-30,2020-05-01
GILSTE corp,200724999,1930802874,44208.18,2020-04-30,2020-05-01
SA corp,200759878,1930635365,26829.15,2020-03-26,2020-03-27
C&S WH corporation,200762301,1930767610,16291.35,2020-04-24,2020-04-25
COST,200794332,1930585560,32629,2020-03-16,2020-03-17
WAKE co,200704858,1930847202,35387.67,2020-05-16,2020-05-17
WAL-MAR trust,200769623,1930646683,20080.74,2020-03-28,2020-03-29
WAL-MAR foundation,200769623,1930710212,186.85,2020-04-12,2020-04-13
AM us,200418007,1930696241,780.48,2020-04-16,2020-04-17
TARG foundation,200744019,1930581347,18063.89,2020-03-15,2020-03-16
PUBLI us,200707822,1930781106,62014.62,2020-04-29,2020-04-30
WAL-MAR co,200769623,1930778447,65244.52,2020-04-28,2020-04-29
SO trust,140104440,2960621496,50100.58,2020-04-01,2020-04-03
WAL-MAR associates,200769623,1930722865,2329.73,2020-04-17,2020-04-18
BJ'S  llc,200726979,1930860884,1968.67,2020-05-21,2020-05-22
WALG trust,200712105,1930593561,2279.26,2020-03-17,2020-03-18
BJ'S  co,200726979,1930683985,91.06,2020-04-06,2020-04-07
SA co,200759878,1930731609,13042.11,2020-04-17,2020-04-18
AM us,200418007,1930776648,725.86,2020-04-30,2020-05-01
DOLLA,200148860,1930817019,62777.9,2020-05-08,2020-05-09
WAL-MAR associates,200769623,1930730534,1328.4,2020-04-18,2020-04-19
WAL-MAR llc,200769623,1930796969,1086.69,2020-05-03,2020-05-04
TARG trust,200744019,1930778271,43077.02,2020-04-29,2020-04-30
DECA trust,200592182,1930806556,8211.8,2020-05-09,2020-06-06
BJ'S  trust,200726979,1930572455,535.45,2020-03-13,2020-03-14
WAL-MAR associates,200769623,1930747668,1943.06,2020-04-20,2020-04-21
DOT co,200705742,1930691341,247.69,2020-04-28,2020-04-29
US  associates,200895843,1930645873,31603.8,2020-04-13,2020-04-14
BJ'S  corp,200726979,1930825798,107.17,2020-05-11,2020-05-12
AM in,200418007,1930859039,26.04,2020-07-11,2020-07-12
MCL associates,200799367,1930793824,575.77,2020-05-01,2020-05-02
RA co,200704045,1930693808,14531.7,2020-04-08,2020-04-09
WAL-MAR foundation,200769623,1930628298,1401.14,2020-03-25,2020-03-26
H E BUT llc,200761734,1930661471,112334.15,2020-04-02,2020-04-03
SO foundation,140104440,2960626361,47041.27,2020-04-22,2020-04-24
WAL-MAR systems,200769623,1930793850,3797.1,2020-05-01,2020-05-02
WAKE systems,200704858,1930859607,87969.29,2020-05-20,2020-05-21
ASSOCIAT llc,200772670,1930773796,18586.06,2020-04-25,2020-03-30
BOZZU trust,200779906,1930605695,105840.82,2020-03-20,2020-03-21
MEIJ systems,200780383,1930708288,118182.3,2020-04-10,2020-04-11
SO in,140104440,2960617784,66406.29,2020-03-18,2020-03-20
RESTA trust,200974851,1930708378,478.58,2020-04-15,2020-04-16
DECA systems,200353024,1930875789,400.38,2020-05-24,2020-06-21
JETR us,200705089,1930623718,596.14,2020-05-14,2020-05-15
CHEN systems,200799180,1930629599,55615.72,2020-03-25,2020-03-26
WAL-MAR corporation,200769623,1930844796,8281.77,2020-05-15,2020-05-16
WAL-MAR in,200769623,1930635509,1584.2,2020-03-26,2020-03-27
RICH corp,200956366,1930856405,51163.2,2020-05-23,2020-05-24
COST corp,200794332,1930673357,2524.17,2020-04-04,2020-04-05
WAL-MAR corporation,200769623,1930700064,67251.87,2020-04-12,2020-04-13
ASSOCIAT foundation,200772670,1930728917,1345.22,2020-04-16,2020-03-21
SAVE M associates,200775094,1930830052,100533.39,2020-05-12,2020-05-13
TARG us,200744019,1930773275,17288.32,2020-04-25,2020-04-26
WAL-MAR corporation,200769623,1930598379,69549.48,2020-03-19,2020-03-20
COSTCO llc,140104429,2960632680,38355.08,2020-05-21,2020-05-23
Y H corp,200403651,1930703668,962.19,2020-04-10,2020-04-11
WAL-MAR associates,200769623,1930605226,70367.14,2020-03-21,2020-03-22
C&S WH,200762301,1930709500,41400.86,2020-04-11,2020-04-12
WAL-MAR co,200769623,1930672472,5840.76,2020-04-05,2020-04-06
AM foundation,200418007,1930647803,4476.96,2020-04-02,2020-04-03
WAL-MAR corporation,200769623,1930693293,213.34,2020-04-09,2020-04-10
MCL,200799367,1930576779,13618.05,2020-03-18,2020-03-19
WAL-MAR in,200769623,1930666403,55342.87,2020-04-02,2020-04-03
WAL-MAR,200769623,1930719764,12160.15,2020-04-16,2020-04-17
WEGMAN in,200711029,1930774134,32863.99,2020-04-25,2020-04-26
WAL-MAR in,200769623,1930699185,40569.84,2020-04-10,2020-04-11
DOT trust,200705742,1930862967,970.72,2020-06-07,2020-06-08
WAL-MAR,200769623,1930810342,596.77,2020-05-07,2020-05-08
SUPE llc,200936373,1930706742,125422.7,2020-04-10,2020-04-11
SYSCO,200900909,1930614082,344.59,2020-03-21,2020-03-22
WAL-MAR associates,200769623,1930855877,2435.99,2020-05-20,2020-05-21
WAL-MAR us,200769623,1930683114,661.11,2020-04-05,2020-04-06
L&E IN corp,140103699,1991840184,59857.98,2020-04-30,2020-05-02
C&S WH foundation,200762301,1930592650,138715.45,2020-03-17,2020-03-18
METRO  co,140104423,2960634213,4740.9,2020-05-23,2020-05-25
WAL-MAR systems,200769623,1930609741,68743.64,2020-03-23,2020-03-24
DEC corp,200803720,1930698889,136.02,2020-04-08,2020-05-06
GEOR systems,200858049,1930784890,1609,2020-04-29,2020-04-30
MCL trust,200799367,1930630077,73728.47,2020-03-25,2020-03-26
BJ'S  corporation,200726979,1930571547,239.4,2020-03-13,2020-03-14
C&S WH us,200762301,1930720720,2575.5,2020-04-15,2020-04-16
KROGER corp,200732755,1930713165,39844.03,2020-04-13,2020-04-14
BJ'S  systems,200726979,1930789418,647.94,2020-05-01,2020-05-02
DELHAIZE trust,100031704,1930580559,12986.49,2020-03-17,2020-03-18
SYSC corporation,200331749,1930611248,8744.58,2020-03-28,2020-03-29
BJ'S  llc,200726979,1930592382,314,2020-03-17,2020-03-18
WAL-M in,140106408,2960621912,86669.33,2020-03-26,2020-03-28
DEC corporation,200803720,1930872721,4729.18,2020-05-11,2020-06-08
WAL-MAR co,200769623,1930597229,37882.15,2020-03-19,2020-03-20
JETRO corporation,200833713,1930731409,3947.1,2020-04-21,2020-04-22
C&S WH systems,200762301,1930703882,55390.89,2020-04-14,2020-04-15
C&S WH,200762301,1930746185,51736.6,2020-04-19,2020-04-20
OK in,200739534,1930652867,42487.26,2020-03-30,2020-03-31
NATURA in,100030964,1930752585,549.31,2020-04-25,2020-04-26
WAL-MAR corporation,200769623,1930658268,661.11,2020-04-01,2020-04-02
ASSOCIAT corp,200772670,1930796982,92934.84,2020-05-01,2020-04-05
WAL-MAR associates,200769623,1930654880,51802.13,2020-03-31,2020-04-01
GROC corporation,200915438,1930777021,9399,2020-04-28,2020-04-29
WAL-MAR corp,200769623,1930797740,5711.68,2020-05-02,2020-05-03
DELHAIZE foundation,100031704,1930844162,19056.63,2020-05-19,2020-05-20
SYSC,140105686,2960618292,45527.7,2020-03-21,2020-03-23
WAL-MAR trust,200769623,1930731991,26982.24,2020-04-17,2020-04-18
C&S WH associates,200762301,1930690597,1888.29,2020-04-08,2020-04-09
LOB in,140104409,2960629394,38995.13,2020-05-02,2020-05-04
DEC corporation,200416837,1930857291,9755.14,2020-05-11,2020-06-08
TARG trust,200744019,1930700203,10400.09,2020-04-10,2020-04-11
GROC co,200915438,1930750453,24869,2020-04-25,2020-04-26
NASH  associates,200777735,1930842407,98939.47,2020-05-14,2020-05-15
RESTAU foundation,200865666,1930803347,18289.15,2020-05-07,2020-05-08
WAL-MAR foundation,200769623,1930779410,16335.05,2020-04-27,2020-04-28
WAL-M co,140106408,2960627936,10811.74,2020-04-25,2020-05-05
DELHAIZE us,100031704,1930586837,20417.89,2020-03-18,2020-03-19
WAL-M co,140106408,2960626139,50137.79,2020-04-13,2020-04-15
BJ'S  trust,200726979,1930645830,750.55,2020-03-26,2020-03-27
WAL-MAR trust,200769623,1930731907,60060.47,2020-04-18,2020-04-19
SA corp,200759878,1930667178,32754.43,2020-04-02,2020-04-03
WAL-MAR corporation,200769623,1930745536,669.34,2020-04-21,2020-04-22
AL systems,200739006,1930651741,21300,2020-03-31,2020-04-01
MCL corporation,200799367,1930646614,55940.8,2020-04-01,2020-04-02
PIGGLY llc,200797984,1930673230,21706.19,2020-04-04,2020-04-05
